0.01,0.001,1.0,1.0,0.1211755161207771,0.0001,0.07134158150042867,0.0001,0.0001,0.031439979220837154,0.5,1.25,12.5,1.0,NaN,0.45463139176352896,0.0
0.01,0.001,1.0,1.0,0.16243136386809146,0.0001,0.06141030989518865,0.0001,0.0001,0.02757422313613767,0.5,1.25,12.5,1.0,NaN,0.4932931735163721,0.0
0.01,0.001,1.0,1.0,0.15701509899946708,0.0001,0.06499080670099011,0.0001,0.0001,0.025300931770399212,0.5,1.25,12.5,1.0,NaN,0.49085387257015917,0.0
0.01,0.001,1.0,1.0,0.1665406435597705,0.0001,0.05693191318660685,0.0001,0.0001,0.020079677160861162,0.5,1.25,12.5,1.0,NaN,0.5322530506052728,0.0
0.01,0.001,1.0,1.0,0.19235026370584915,0.0001,0.07439666727728876,0.0001,0.0001,0.017756233734364878,0.5,1.25,12.5,1.0,NaN,0.5028115215562693,0.0
0.01,0.001,1.0,1.0,0.22140215340057517,0.0001,0.09225295743349893,0.0001,0.0001,0.01712417905225297,0.5,1.25,12.5,1.0,NaN,0.47467501291369624,0.0
0.01,0.001,1.0,1.0,0.23369527555895328,0.0001,0.1079970644207641,0.0001,0.0001,0.015209767295430176,0.5,1.25,12.5,1.0,NaN,0.4648388986399751,0.0
0.01,0.001,1.0,1.0,0.16812435320861005,0.0001,0.13162453020810433,0.0001,0.0001,0.01508087851146032,0.5,1.25,12.5,1.0,NaN,0.43736375233679065,0.0
0.01,0.001,1.0,1.0,0.1845247135635163,0.0001,0.164378121952366,0.0001,0.0001,0.014668697088674725,0.5,1.25,12.5,1.0,NaN,0.41361216613028107,0.0
0.01,0.001,1.0,1.0,0.15903865331816427,0.0001,0.1390796874945813,0.0001,0.0001,0.013444927620148954,0.5,1.25,12.5,1.0,NaN,0.44414173180153976,0.0
0.01,0.001,1.0,1.0,0.16298519045608195,0.0001,0.15749482131772546,0.0001,0.0001,0.012689776809501062,0.5,1.25,12.5,1.0,NaN,0.4328711946952755,0.0
0.01,0.001,1.0,1.0,0.13827967710226025,0.0001,0.13211355628535226,0.0001,0.0001,0.01564714515924197,0.5,1.25,12.5,1.0,NaN,0.4327030114789629,0.0
0.01,0.001,1.0,1.0,0.1352603367788618,0.0001,0.15217504477426824,0.0001,0.0001,0.014944790411497951,0.5,1.25,12.5,1.0,NaN,0.4204509682318016,0.0
0.01,0.001,1.0,1.0,0.16195500246239464,0.0001,0.17853384563124738,0.0001,0.0001,0.01544004231699327,0.5,1.25,12.5,1.0,NaN,0.395966836406708,0.0
0.01,0.001,1.0,1.0,0.20970184704068992,0.0001,0.1416140279376115,0.0001,0.0001,0.015151853708565744,0.5,1.25,12.5,1.0,NaN,0.4290213461128559,0.0
0.01,0.001,1.0,1.0,0.2129341767426271,0.0001,0.15177262371711298,0.0001,0.0001,0.012658642495706644,0.5,1.25,12.5,1.0,NaN,0.43790758770359217,0.0
0.01,0.001,1.0,1.0,0.23607135944776172,0.0001,0.13357523413032524,0.0001,0.0001,0.009954532630338514,0.5,1.25,12.5,1.0,NaN,0.4781106980190124,0.0
0.01,0.001,1.0,1.0,0.2833123855736802,0.0001,0.15327589805970723,0.0001,0.0001,0.011217900807979292,0.5,1.25,12.5,1.0,NaN,0.44919757287702233,0.0
0.01,0.001,1.0,1.0,0.20972763518856563,0.0001,0.12066484962875677,0.0001,0.0001,0.01202053835992009,0.5,1.25,12.5,1.0,NaN,0.47230502003502484,0.0
0.01,0.001,1.0,1.0,0.16267606791233638,0.0001,0.08586298964532235,0.0001,0.0001,0.01520749961326845,0.5,1.25,12.5,1.0,NaN,0.4960773109240697,0.0
