0.01,1050.0,1.0,1.0,0.0001,1.0,0.0001,0.0001,1.0,0.5,1.25,12.5,10.0,1.0,12.888699979403022,8.0,12.0,15.0,0.0,0.0,1.0050078025015816
0.01,1050.0,1.0,31.622776601683793,0.0001,0.03162277660168379,0.0001,0.0001,0.03162277660168379,0.5,1.25,12.5,10.0,1.0,69.62453961212472,0.0,0.0,0.0,0.0,0.0,NaN
0.01,1050.0,1.0,0.03162277660168379,0.0001,31.622776601683793,0.0001,0.0001,31.622776601683793,0.5,1.25,12.5,10.0,1.0,31.774603327409,15.0,17.0,18.0,0.0,0.0,991.0025832980882
0.01,1050.0,1.0,0.1778279410038923,0.0001,0.1778279410038923,0.0001,0.0001,5.623413251903491,0.5,1.25,12.5,10.0,1.0,1.0214193311036943,8.0,12.0,15.0,0.0,0.0,1.0050078025630502
0.01,1050.0,1.0,177.82794100389228,0.0001,177.82794100389228,0.0001,0.0001,0.005623413251903491,0.5,1.25,12.5,10.0,1.0,29443.47690104524,3.0,5.0,7.0,0.0,0.0,1.0484451271453388
0.01,1050.0,1.0,5.623413251903491,0.0001,0.005623413251903491,0.0001,0.0001,177.82794100389228,0.5,1.25,12.5,10.0,1.0,0.16790754726003343,8.0,11.0,13.0,0.0,0.0,0.0010050078025434573
0.01,1050.0,1.0,0.005623413251903491,0.0001,5.623413251903491,0.0001,0.0001,0.1778279410038923,0.5,1.25,12.5,10.0,1.0,8.739644017600458,8.0,12.0,15.0,0.0,0.0,1005.007802494421
0.01,1050.0,1.0,0.01333521432163324,0.0001,0.07498942093324558,0.0001,0.0001,421.6965034285823,0.5,1.25,12.5,10.0,1.0,0.0795528452648982,14.0,15.0,16.0,0.0,0.0,5.603292366788875
0.01,1050.0,1.0,13.33521432163324,0.0001,74.98942093324558,0.0001,0.0001,0.4216965034285822,0.5,1.25,12.5,10.0,1.0,641.4602594096723,14.0,16.0,18.0,0.0,0.0,5.677833774247753
0.01,1050.0,1.0,421.6965034285823,0.0001,0.0023713737056616554,0.0001,0.0001,13.33521432163324,0.5,1.25,12.5,10.0,1.0,3.3909807990143035,0.0,0.0,0.0,0.0,0.0,NaN
0.01,1050.0,1.0,0.4216965034285822,0.0001,2.371373705661655,0.0001,0.0001,0.01333521432163324,0.5,1.25,12.5,10.0,1.0,108.38309969390406,0.0,6.0,9.0,0.0,0.0,NaN
