0.0001,1050.0,0.1,1.0,0.0001,1.0,0.0001,0.0001,1.0,0.5,1.9996001864446156,40,44,48,0,1.0094101981078594
0.0001,1050.0,0.1,31.622776601683793,0.0001,0.03162277660168379,0.0001,0.0001,0.03162277660168379,0.5,7.966149350270326,3,7,11,0,0.0010789053906459134
0.0001,1050.0,0.1,0.03162277660168379,0.0001,31.622776601683793,0.0001,0.0001,31.622776601683793,0.5,31.624755254986795,43,46,48,0,992.071107775926
0.0001,1050.0,0.1,0.1778279410038923,0.0001,0.1778279410038923,0.0001,0.0001,5.623413251903491,0.5,0.2272822119798244,46,50,50,0,1.0002362840678136
0.0001,1050.0,0.1,177.82794100389228,0.0001,177.82794100389228,0.0001,0.0001,0.005623413251903491,0.5,3442.716144244659,22,26,30,0,1.0228831015934963
0.0001,1050.0,0.1,5.623413251903491,0.0001,0.005623413251903491,0.0001,0.0001,177.82794100389228,0.5,0.02187340467159209,34,38,42,0,0.0010134700546330297
0.0001,1050.0,0.1,0.005623413251903491,0.0001,5.623413251903491,0.0001,0.0001,0.1778279410038923,0.5,5.685905717689454,37,40,42,0,991.6922773671125
0.0001,1050.0,0.1,0.01333521432163324,0.0001,0.07498942093324558,0.0001,0.0001,421.6965034285823,0.5,0.0750524627041741,40,43,45,0,5.575115425758192
0.0001,1050.0,0.1,13.33521432163324,0.0001,74.98942093324558,0.0001,0.0001,0.4216965034285822,0.5,115.88958995322984,43,47,50,0,5.681388277509762
0.0001,1050.0,0.1,421.6965034285823,0.0001,0.0023713737056616554,0.0001,0.0001,13.33521432163324,0.5,0.38834241577676043,8,12,16,0,6.067708334007094e-6
0.0001,1050.0,0.1,0.4216965034285822,0.0001,2.371373705661655,0.0001,0.0001,0.01333521432163324,0.5,13.485878912566486,31,35,39,0,5.676407135013097
0.0001,1050.0,0.1,0.07498942093324558,0.0001,0.01333521432163324,0.0001,0.0001,0.07498942093324558,0.5,0.1700652715016619,21,28,33,0,0.17918148504732093
0.0001,1050.0,0.1,74.98942093324558,0.0001,13.33521432163324,0.0001,0.0001,74.98942093324558,0.5,15.100366098028516,49,50,50,0,0.1794013964333464
0.0001,1050.0,0.1,2.371373705661655,0.0001,0.4216965034285822,0.0001,0.0001,0.0023713737056616554,0.5,29.244127437144538,12,17,20,0,0.1831398259670571
0.0001,1050.0,0.1,0.0023713737056616554,0.0001,421.6965034285823,0.0001,0.0001,2.371373705661655,0.5,421.69494211778965,34,37,39,0,175951.45034094027
0.0001,1050.0,0.1,0.003651741272548377,0.0001,0.6493816315762113,0.0001,0.0001,0.6493816315762113,0.5,0.6604299967268606,36,39,41,0,176.16352554469395
0.0001,1050.0,0.1,3.651741272548377,0.0001,649.3816315762114,0.0001,0.0001,649.3816315762114,0.5,649.3928679048402,50,50,50,0,177.74907706147758
0.0001,1050.0,0.1,115.47819846894582,0.0001,0.02053525026457146,0.0001,0.0001,0.02053525026457146,0.5,15.202963269777939,0,0,4,0,NaN
0.0001,1050.0,0.1,0.11547819846894582,0.0001,20.53525026457146,0.0001,0.0001,20.53525026457146,0.5,20.546480640264058,48,50,50,0,176.42663327116009
0.0001,1050.0,0.1,0.6493816315762113,0.0001,0.003651741272548377,0.0001,0.0001,115.47819846894582,0.5,0.008487677838398782,38,43,46,0,0.005664812267964498
0.0001,1050.0,0.1,649.3816315762114,0.0001,3.651741272548377,0.0001,0.0001,0.11547819846894582,0.5,204.43191717238628,14,18,22,0,0.005804667677989682
0.0001,1050.0,0.1,20.53525026457146,0.0001,0.11547819846894582,0.0001,0.0001,3.651741272548377,0.5,1.1984925520326228,26,30,34,0,0.005715715920274248
0.0001,1050.0,0.1,0.02053525026457146,0.0001,115.47819846894582,0.0001,0.0001,0.003651741272548377,0.5,125.79621752828301,42,45,47,0,5621.202413644407
0.0001,1050.0,0.1,0.008659643233600654,0.0001,0.008659643233600654,0.0001,0.0001,1.539926526059492,0.5,0.01510393637340833,31,38,43,0,1.0037928702881103
0.0001,1050.0,0.1,8.659643233600654,0.0001,8.659643233600654,0.0001,0.0001,0.001539926526059492,0.5,316.34560751574503,17,21,25,0,1.0258725688113755
0.0001,1050.0,0.1,273.8419634264361,0.0001,0.27384196342643613,0.0001,0.0001,48.69675251658631,0.5,1.8966805811193426,29,33,37,0,0.0010146017700071901
0.0001,1050.0,0.1,0.27384196342643613,0.0001,273.8419634264361,0.0001,0.0001,0.04869675251658631,0.5,284.6550521568545,50,50,50,0,997.5514225702628
0.0001,1050.0,0.1,0.04869675251658631,0.0001,0.04869675251658631,0.0001,0.0001,0.008659643233600654,0.5,0.7645811970342833,18,25,31,0,1.0027442187421438
0.0001,1050.0,0.1,48.69675251658631,0.0001,48.69675251658631,0.0001,0.0001,8.659643233600654,0.5,58.11520883155161,48,50,50,0,1.0103985040278685
0.0001,1050.0,0.1,1.539926526059492,0.0001,0.001539926526059492,0.0001,0.0001,0.27384196342643613,0.5,0.13233544441500208,11,15,19,0,0.0010359121933180106
0.0001,1050.0,0.1,0.001539926526059492,0.0001,1.539926526059492,0.0001,0.0001,273.8419634264361,0.5,1.5399177461749458,33,36,37,0,987.4699804564459
0.0001,1050.0,0.1,0.0019109529749704406,0.0001,0.03924189758484536,0.0001,0.0001,16.548170999431814,0.5,0.03947096006634074,33,36,38,0,20.340453037044924
