mU	mW	eP	robustness	minRange	maxRange	min(CoRa)	optimalRho	negative_sol	oscilations	other_errors	negative_CoRa	Greater_CoRa	steady_state	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
1.6253	615.2654	11.3419	0.36666666666666664	0.7880462815669912	92.36708571873861	0.021441694289258503	8.531678524172808	0.0	0.0	0.0	133.10431250292416	0.0	0.0	0.9996923383136923	0.995405863714647	0.9714763528855376	0.9537957772093212	0.9274598046211516	0.8880848971515419	0.8312877075890621	0.7536869145530084	0.6552144434505512	0.5413517211886725	0.42303409696517247	0.3129958476775599	0.2207529990444918	0.1499797046553518	0.09937722535466888	0.06516146493988047	0.04317411558789303	0.029978138209628732	0.023188350958601184	0.021441694289258503	0.024266260333582645	0.03194564116167846	0.04535598653205693	0.06566996150376844	0.09381360695842515	0.12972816920459526	0.17181657065917436	0.21708816998020022	0.2620643377355704	0.30384411618786217
51.397	0.0195	0.3587	0.5333333333333333	0.7880462815669912	1000.0	0.0040106801369371925	35.62247890262442	0.0	0.0	0.0	4072.7110142259917	0.0	0.0	0.9884889578333302	0.9815932850241416	0.9706895276276869	0.9536319214263126	0.9273901866898746	0.8880410136302868	0.831248314628111	0.7536398101652263	0.6551477485960663	0.5412496812080616	0.42287301973725755	0.31273851321035934	0.22034007914001477	0.1493162215908783	0.09831108489188796	0.06344956157178523	0.04042932716100456	0.02558774097068226	0.01619151102042603	0.01035248482685706	0.006833867948215348	0.0048662304438080225	0.0040106801369371925	0.004072654223033864	0.00506011867539098	0.007179541489563891	0.010863785641608923	0.016822418546053992	0.026090397050908983	0.040019201493803135
0.0514	19.4564	358.6638	0.13333333333333333	1.2689610031679222	5.298316906283709	0.07101272365441647	2.043359717856942	0.0	0.0	0.0	6.859902843665099	0.0	0.0	0.9999998428849155	0.9999997357332306	0.9999995432727962	0.9999991745713187	0.9999983923047184	0.9999964354961642	0.999989949102603	0.9999521828112102	0.9985554667673189	0.5492428893224502	0.42616227892305686	0.3164280280523746	0.2256126261812869	0.15738949131990101	0.11091972780290588	0.08317066086700091	0.07101272365441647	0.07222711437052375	0.08553875835562622	0.10999242250340423	0.14405909989036383	0.18503540515605524	0.22924278483028632	0.2729392684528133	0.31325636147793556	0.34859112642372575	0.37845118603287686	0.4030675366363745	0.42303229316394453	0.4390544849589059
0.289	0.0035	2.0169	0.2	1.2689610031679222	13.73823795883263	0.04722290814989766	3.2903445623126686	0.0	0.0	0.0	26.056585709664663	0.0	0.0	0.9999385378197628	0.9998823424467296	0.9997451412660183	0.9992956017578494	0.9964203999351233	0.9180477893471346	0.8334744792562111	0.7544348095810556	0.6557253515467215	0.5418994035126136	0.423781992087266	0.31412606215665173	0.22252546958614203	0.15279251798208757	0.10384806499473237	0.07224105108914844	0.054294886084532555	0.04722290814989766	0.04942442571236997	0.06030416447095969	0.07981417713532425	0.10782179747914736	0.1434516405100349	0.18468552525636608	0.22853297778792056	0.2717699426176492	0.31178342060674086	0.3470194067180754	0.3769372897368522	0.40170099670210374
289.0264	3.4599	0.002	0.5333333333333333	0.7880462815669912	1000.0	0.0016715722014107313	92.36708571873861	0.0	0.0	0.0	22755.90187417552	0.0	0.0	0.9884886785988936	0.9815930814960746	0.9706893443826778	0.9536317130501439	0.9273899038618862	0.8880405905133233	0.8312476532029026	0.7536387573975851	0.6551460609828131	0.5412469684396696	0.42286865442755656	0.31273148581489035	0.2203287645280827	0.14929800334196852	0.09828175057477173	0.06340232954120172	0.040353280810588664	0.02546531096134946	0.015994430021709766	0.010035296900553018	0.00632353719990841	0.004045563661563601	0.0026920327225146796	0.0019566133705031016	0.0016715722014107313	0.0017712528821633064	0.0022771549297462153	0.0033014229013573647	0.0050681908715044695	0.007953603198713488
9.1398	0.1094	63.7804	0.4666666666666667	0.7880462815669912	385.6620421163472	0.009377779854303093	22.122162910704493	0.0	0.0	0.0	731.907186745965	0.0	0.0	0.9885037752955776	0.9816001833820198	0.9706934754362633	0.9536346987281398	0.9273927015541115	0.8880439371933159	0.8312523548447424	0.7536459130722917	0.6551573298891982	0.5412649581133281	0.4228975251310495	0.3127779123776764	0.22040347780755962	0.149418265622937	0.09847533128356008	0.06371388503735462	0.040854574266815054	0.02627153839245607	0.017290190850688315	0.012115642546972833	0.009658200392279286	0.009377779854303093	0.011186196090659042	0.015407883207653949	0.022777474046339816	0.034425774115918614	0.05176530092555701	0.07615663425053787	0.1083016981036702	0.14756020980782344
0.0091	109.4114	0.0638	0.0	NaN	NaN	0.12428402248042611	2.043359717856942	0.0	0.0	0.0	NaN	0.0	0.0	0.9999533866142417	0.9999245726109653	0.9998775816144553	0.9998003528854728	0.9996718464607577	0.9994537265368483	0.9990715494381808	0.998367027017318	0.9969580437794197	0.9937407682099544	0.98454354968933	0.944882307299774	0.6585994175966701	0.2520960320500993	0.15757932756314025	0.12794399716513352	0.12428402248042611	0.1368615925891767	0.1598098821361062	0.1881470508451395	0.21776184693248715	0.24582267273125538	0.2708556093809811	0.292451586022055	0.3108489670619306	0.32658426228879195	0.34026868517443054	0.3524705478995153	0.3636648265639512	0.3742184975659474
0.0217	0.0082	151.2473	0.13333333333333333	1.2689610031679222	5.298316906283709	0.07116962606664877	2.043359717856942	0.0	0.0	0.0	4.467231701686217	0.0	0.0	0.999999849031703	0.9999997524191689	0.9999995893893531	0.9999993064606508	0.99999879313044	0.9999977939361702	0.9999956194565567	0.9999899475233417	0.9999696597974284	0.9998284852909444	0.9845940637076966	0.3248050303314712	0.22790610674554918	0.1585286428597722	0.11158018482329528	0.08354190351983798	0.07116962606664877	0.07220590695285181	0.08536040380230603	0.10967649319173886	0.14363458998158965	0.18454409799084667	0.22873225843977987	0.27245093182203667	0.31281738390744673	0.3482137007289719	0.3781364532295855	0.402810363607386	0.4228249104468297	0.4388886611615318
21.6739	8.2047	0.1512	0.5333333333333333	0.7880462815669912	1000.0	0.006184024168639478	35.62247890262442	0.0	0.0	0.0	1734.9571942024127	0.0	0.0	0.9884904312748015	0.9815941580392792	0.9706901338993761	0.9536324446916548	0.9273907632578666	0.8880417824187019	0.8312494555137911	0.7536415877877004	0.6551505743633731	0.5412542087313356	0.4228802960687487	0.31275022093781085	0.2203589252651936	0.14934656286918763	0.09835993354394082	0.06352820209660595	0.040555913335521936	0.02579146111723566	0.016519252449887948	0.010879455177480148	0.007680415006730516	0.006224201251434715	0.006184024168639478	0.00753818586007251	0.010554009659423302	0.015809606390148716	0.024229451622862993	0.037082277428023676	0.05584742938475303	0.08183531639082503
685.3896	0.2595	4.7829	0.5333333333333333	0.7880462815669912	1000.0	0.0010817606917295204	148.73521072935117	0.0	0.0	0.0	53918.303827055446	0.0	0.0	0.9884886680362686	0.9815930703585295	0.9706893300558201	0.9536316922058553	0.9273898716736887	0.8880405395346022	0.8312475716425483	0.7536386263920913	0.6551458502333521	0.5412466292044952	0.42286810824936344	0.3127306063757268	0.22032734843646665	0.1492957230967573	0.098278078831766	0.06339641717791908	0.040343760614373676	0.025449981610673758	0.015969747455469824	0.00999555591849151	0.006259555253745176	0.003942565634172237	0.0025262557936721296	0.0016898682190591716	0.001242558093685378	0.0010817606917295204	0.0011703328002798622	0.0015280082837147995	0.002235239371413906	0.0034496336862418495
0.6854	259.4553	0.0048	0.26666666666666666	1.2689610031679222	35.62247890262442	0.03227760831413032	5.298316906283709	0.0	0.0	0.0	58.24920522832874	0.0	0.0	0.9998825741059432	0.9997162027291832	0.9988976576408402	0.9779574171279232	0.9286736974169715	0.8883818178266658	0.8314281398758399	0.753790917938588	0.6553256109548481	0.541501299459331	0.42325838798988463	0.3133471076544136	0.22131206500822162	0.15087433681073958	0.1008101743794119	0.06745337198794502	0.046827450564775844	0.03576774096131451	0.03227760831413032	0.035502456160635854	0.04553327129571741	0.0630615573902909	0.08881363304563795	0.12278123851099168	0.16355670697429422	0.20829044264414437	0.2534606747096846	0.2959571870079836	0.333773655382263	0.366076280301302
0.1219	0.0461	0.8505	0.16666666666666666	1.2689610031679222	8.531678524172808	0.06697580477561126	3.2903445623126686	0.0	0.0	0.0	12.713868391275213	0.0	0.0	0.9999475224240156	0.9999094416884984	0.9998365858334255	0.9996816325963115	0.9992875768875974	0.997889337077573	0.986827764081865	0.7878340229982591	0.659499110575582	0.5435021790798091	0.4251333326606603	0.3157951856804448	0.22494732320519856	0.15650375581750708	0.10960575798346057	0.08111756286065287	0.06773268598602197	0.06697580477561126	0.07727383536557084	0.09748142644918902	0.12625329160797297	0.16163703674195268	0.20109662453811689	0.2418885130526235	0.28153697807081535	0.3181852113773316	0.3507245428470695	0.3787243855332022	0.4022528443440414	0.42167969490125534
121.8814	46.1384	850.5258	0.5333333333333333	0.7880462815669912	1000.0	0.002587051580412632	57.36152510448679	0.0	0.0	0.0	9614.660206068173	0.0	0.0	0.9884887237754025	0.981593120049642	0.9706893857598567	0.953631767019881	0.9273899829818607	0.8880407131111487	0.8312478476438341	0.7536390686556704	0.6551465610463698	0.5412477729616816	0.42286994947231166	0.31273357088639414	0.22033212182658862	0.14930340925503086	0.09829045515747563	0.06341634541898997	0.04037584812905855	0.02550164544249715	0.01605292598468159	0.010129460700891093	0.006475091434891811	0.00428942276563379	0.003084255341382634	0.002587051580412632	0.002683835415049796	0.00339382118396293	0.0048708683615300615	0.007429449373200118	0.011592883817042748	0.01815551461732706
3.8542	0.0015	0.0269	0.4	0.7880462815669912	148.73521072935117	0.014245110343691525	13.73823795883263	0.0	0.0	0.0	309.54078847102863	0.0	0.0	0.9890302377436083	0.9816785461368199	0.9707208822369868	0.9536482045597432	0.9274013092422243	0.8880511958124174	0.8312604276642824	0.7536568314296873	0.6551736771883886	0.541290535478087	0.4229382528988898	0.3128432046391406	0.22050841454273107	0.1495870600914683	0.09874687477946784	0.06415059718997919	0.041556464042186436	0.027398360020548622	0.019095869966330524	0.015000514704290811	0.014245110343691525	0.016615158493795218	0.02246912295182745	0.03267686667300063	0.04849483203573262	0.07125692808150119	0.10179828757792546	0.13974447385674033	0.18311766988275943	0.2287143155543031
0.0039	1.459	26.896	0.2	1.2689610031679222	13.73823795883263	0.05115463066785484	5.298316906283709	0.0	0.0	0.0	3.0379364438543894	0.0	0.0	0.9999998511309299	0.9999997594967475	0.9999996106813429	0.9999993677500711	0.9999989678786284	0.9999983008837827	0.9999971644988711	0.9999951620748401	0.9999914403124947	0.9999839142302183	0.9999665027367636	0.9999161657626734	0.999696953467071	0.9970971576111681	0.27397448839017746	0.0894579107413746	0.062176916033990004	0.05149740615923629	0.05115463066785484	0.05984480953645627	0.07758550045253126	0.10452078100299429	0.13993868846624988	0.1816887416298256	0.2264208997093586	0.27055033825037045	0.3112596203875739	0.34694975819741997	0.3771213616453182	0.4020016007361587
0.0025	0.0022	0.0982	0.0	NaN	NaN	0.1548934346182027	5.298316906283709	0.0	0.0	0.0	NaN	0.0	0.0	0.999981429425113	0.9999700449192821	0.9999516303749005	0.9999217631499332	0.9998731072487077	0.9997932830894665	0.9996608406902789	0.9994371104850838	0.9990482358161861	0.9983412166641965	0.9969619437359203	0.9939589193076005	0.9861980414017318	0.9600046648958026	0.836312379249972	0.44369377333846716	0.21533236707025238	0.16189906127278497	0.1548934346182027	0.1630745370775979	0.17727180208246862	0.19395237171876187	0.21154975301141085	0.22932103577265497	0.24690140615466827	0.2641124995724417	0.28087593861433957	0.2971708451522579	0.31300877679399436	0.3284152118654849
2.5029	2.2468	98.2172	0.4	0.7880462815669912	148.73521072935117	0.017535736335404808	8.531678524172808	0.0	0.0	0.0	203.7275940607741	0.0	0.0	0.9980235612796927	0.9821933117901487	0.9708029337751541	0.9536770235303212	0.9274158386700531	0.8880610564772811	0.8312695592989935	0.7536678598226438	0.6551893241282112	0.5413144733392387	0.4229760188020392	0.312903485854003	0.22060501735569052	0.14974199039836023	0.09899517018070693	0.0645478906981558	0.04219079996599532	0.028408578130918148	0.02069972480603799	0.017535736335404808	0.018224082560210526	0.022785848519744953	0.03185625671917899	0.04654369307525036	0.06813027852346472	0.09751567684375151	0.13449475906348324	0.17728319279552837	0.22277905619291155	0.26753395204264624
79.1476	0.071	0.0031	0.5333333333333333	0.7880462815669912	1000.0	0.0031738370256770626	57.36152510448679	0.0	0.0	0.0	6254.737026780762	0.0	0.0	0.9884887936211432	0.9815931723307899	0.9706894341712794	0.9536318233502824	0.9273900604816567	0.8880408297887311	0.8312480305164247	0.7536393600298943	0.6551470283150272	0.5412485241942319	0.422871158409196	0.31273551711761227	0.22033525544363713	0.14930845491695507	0.09829857960888387	0.0634294271219377	0.040396911149838795	0.02553555735060152	0.016107519563851952	0.010217334530844422	0.006616494103231297	0.004516857304676062	0.003449791020284592	0.0031738370256770626	0.003623976080713778	0.004895496501275811	0.007257844078481215	0.011194647001667536	0.01746131966082686	0.027135220034551058
0.0791	71.0497	3.1059	0.13333333333333333	1.2689610031679222	5.298316906283709	0.07344895067920452	2.043359717856942	0.0	0.0	0.0	9.13333334131882	0.0	0.0	0.9999792140442199	0.9999645295290462	0.999937223784378	0.9998819556337003	0.9997538419735869	0.9993817533782801	0.9977414054053356	0.9780840336150383	0.6897665505111177	0.5474060528697859	0.4268260000868848	0.3172284791806633	0.22667384551733424	0.15886659191775163	0.11290103916760076	0.08557796304416512	0.07344895067920452	0.07384062672021444	0.08505730078544449	0.10607167372043061	0.13588945155669474	0.17284235239923953	0.2142629744611839	0.25686955159437846	0.29761482988881244	0.3343752960724706	0.36612593385102976	0.3927151099255298	0.4145182025126663	0.4321490189289926
0.4451	0.3995	552.3158	0.23333333333333334	1.2689610031679222	22.122162910704493	0.03830078664038002	5.298316906283709	0.0	0.0	0.0	38.65859295420005	0.0	0.0	0.9999984600385078	0.9999962067258372	0.9999867462309491	0.9998858883079947	0.9442223680353057	0.8888088237575275	0.831556995760787	0.7538739778469726	0.6554114919606443	0.5416154364464302	0.42342679843782816	0.3136055618378814	0.22171514733463574	0.1515083550478347	0.10181226977449515	0.06903900269202237	0.04932813691944297	0.03967805528210154	0.03830078664038002	0.04456302723472262	0.05869358331763925	0.08126227772283148	0.11242397352717617	0.15114457871100195	0.19490444269130094	0.2402333102438878	0.2837730784922499	0.3231369012595854	0.3571519215348973	0.3856227718729586
445.0794	399.5421	0.5523	0.5333333333333333	0.7880462815669912	1000.0	0.0013535744960830585	148.73521072935117	0.0	0.0	0.0	35024.934961511295	0.0	0.0	0.9884886716109061	0.9815930743865753	0.9706893354770763	0.9536317002772738	0.9273898842632095	0.8880405595543931	0.8312476037229569	0.7536386779526866	0.6551459331989986	0.5412467627633614	0.4228683232905978	0.3127309526334035	0.2203279059914243	0.14929662089641843	0.09827952450983636	0.06339874506726523	0.040347509049713064	0.02545601737802521	0.015979466116686384	0.010011204199227835	0.006284749689667632	0.00398312647405488	0.0025915465579899382	0.0017949443429973397	0.0014116050954312992	0.0013535744960830585	0.0016070003132494619	0.002228516066896052	0.0033564481695729045	0.005237694045139739
14.0746	0.0126	17.4658	0.5	0.7880462815669912	621.0169418915616	0.007478089875518474	22.122162910704493	0.0	0.0	0.0	1126.6631222273375	0.0	0.0	0.988493503851698	0.9815957415008287	0.9706910939933064	0.9536331506398288	0.9273914267392767	0.8880425738413915	0.8312505640814997	0.7536432721719926	0.6551532249620055	0.5412584388222161	0.4228870839036253	0.3127611359165412	0.22037649043250526	0.14937483711255983	0.09840544684556414	0.06360145675145613	0.04067378956570706	0.025981060878946874	0.01682401259478798	0.011368796645920222	0.008464788865136684	0.007478089875518474	0.008179969736546009	0.010694366668900517	0.01549405657222685	0.02342168910555018	0.03568575023037758	0.053739804336053604	0.07892761709975098	0.1118576540596404
0.0141	12.6346	0.0175	0.0	NaN	NaN	0.11892754273403436	2.043359717856942	0.0	0.0	0.0	NaN	0.0	0.0	0.999936361103746	0.9998968856849263	0.9998322834039329	0.9997255086250698	0.9995461855333962	0.9992371152173875	0.9986814580312958	0.9976105739066332	0.9952900139978463	0.989097563322369	0.9641993470842503	0.7510481048398826	0.30123132301650635	0.18814102578817163	0.13943775987924298	0.11893707689477463	0.11892754273403436	0.13506966786557545	0.16329095003201155	0.19902574932611966	0.237530208000988	0.27473861328264665	0.3079148732174514	0.3357350461233798	0.35796158768518516	0.37502029042798235	0.38766235240444374	0.39674950139181636	0.4031344961419996	0.4076000828077319
0.0059	0.1685	7.3653	0.2	1.2689610031679222	13.73823795883263	0.06460691592523042	3.2903445623126686	0.0	0.0	0.0	3.279895656024523	0.0	0.0	0.99999918350941	0.999998678750174	0.9999978555014591	0.9999965023549943	0.9999942504502577	0.9999904278074987	0.9999837309601605	0.9999713979861224	0.9999468196130133	0.999891280638166	0.9997370462904485	0.9991169936864401	0.9933525268693055	0.49546717206468255	0.1415958206308031	0.09339524480196502	0.07218483560739278	0.06460691592523042	0.06721453534523272	0.07893144602522296	0.09959037410903779	0.12894710837411877	0.16579993833914528	0.20761193022459024	0.25098257214816944	0.29265757467193626	0.33034146155100197	0.36291304104672584	0.39018711107305865	0.4125413407951204
5.9352	168.4855	0.0074	0.43333333333333335	0.7880462815669912	239.5026619987486	0.011488899205221422	13.73823795883263	0.0	0.0	0.0	475.77242019187076	0.0	0.0	0.9885511426880881	0.9816148392981535	0.9707000488483795	0.9536384124613402	0.9273953487739545	0.8880464125905447	0.8312553251760079	0.7536500985775848	0.6551637106465511	0.5412750140927931	0.42291358298315096	0.3128036845129302	0.22044491960335294	0.14948494766409973	0.09858263889455425	0.06388653970018646	0.04113225350502421	0.026717792174196543	0.01800644309553684	0.013262787295715341	0.011488899205221422	0.012282256775793598	0.015751203406970105	0.022478609459014042	0.033489281466183594	0.05013422537679592	0.07377120006322284	0.10517318440448153	0.1438305343214413	0.18762281316253293
187.6884	0.0053	232.9097	0.5333333333333333	0.7880462815669912	1000.0	0.002070949449503764	92.36708571873861	0.0	0.0	0.0	14788.565964114234	0.0	0.0	0.9884886929481239	0.9815930946189166	0.9706893594263198	0.9536317335363945	0.9273899345449523	0.8880406384957656	0.831247729584406	0.75363887984441	0.6551462578145033	0.5412472851790116	0.42286916432858007	0.3127323068039188	0.22033008647492341	0.14930013196483322	0.09828517812695305	0.06340784860766062	0.04036216748363356	0.025479619631129664	0.016017467628657883	0.010072385481002437	0.006383238904659777	0.004141646013860259	0.002846614551491568	0.0022051832962988434	0.002070949449503764	0.002412099051723884	0.003303336478036185	0.004939205666348567	0.00766833427572908	0.012047323527579543
0.1877	5.328	0.2329	0.16666666666666666	1.2689610031679222	8.531678524172808	0.056680554525789344	3.2903445623126686	0.0	0.0	0.0	17.841545353858866	0.0	0.0	0.9999265415327334	0.9998705165178188	0.9997570311595342	0.9994881381730025	0.9986277624587906	0.992930725686133	0.8636823533224381	0.7567276250074543	0.6564583486268638	0.5423763873873165	0.4242838380373937	0.3148078439884333	0.22355289895506927	0.15439733446595638	0.10637790487819478	0.07621873254061222	0.06048479641338847	0.056680554525789344	0.06346660415043147	0.08029062952680105	0.10664143681687992	0.14121494335560897	0.18148639363916677	0.22407587278688357	0.26568700547659413	0.30392919324275114	0.33757486845663837	0.3663416668366813	0.3905151923159574	0.4106308396406077
0.0334	0.03	0.0013	0.03333333333333333	2.043359717856942	2.043359717856942	0.09948149747442744	2.043359717856942	0.0	0.0	0.0	5.472070602903077	0.0	0.0	0.9999298354235051	0.9998854249511254	0.9998112634483958	0.9996845915456016	0.9994600629160034	0.9990367842696669	0.9981502431275965	0.9959054499303962	0.987563974279566	0.9077839498405748	0.47563059022721615	0.32822501563029627	0.23390122608919003	0.16708130853976863	0.12448700287015077	0.10295301471392719	0.09948149747442744	0.11157824165236822	0.1367974473403968	0.17202790754115718	0.21327564894984335	0.2562596507422199	0.29736794215516194	0.33426660590492424	0.3659120368195225	0.39219745467682315	0.4135428676677568	0.4305867307976294	0.4440023878237365	0.45440750410252334
33.3762	29.9614	1.3097	0.5333333333333333	0.7880462815669912	1000.0	0.0048701994497575484	35.62247890262442	0.0	0.0	0.0	2655.528805341827	0.0	0.0	0.9884893637662199	0.9815935414011497	0.970689718779842	0.9536321002520891	0.9273903976902476	0.8880413067699937	0.8312487581419622	0.7536405067933152	0.6551488595125037	0.541251463355938	0.4228758852658247	0.3127431247729335	0.22034750307041487	0.14932817430534823	0.09833032928980584	0.06348054455746022	0.04047920428647587	0.025668021436901563	0.016320693813396934	0.010560270680838913	0.007167856895115762	0.005402488759360325	0.0048701994497575484	0.005446446813844238	0.007246116472110976	0.010633467211940984	0.016261064290762895	0.025113944497256048	0.0385056564385758	0.057929747194710536
1.0554	0.9475	0.0414	0.3333333333333333	0.7880462815669912	57.36152510448679	0.026911103016970847	5.298316906283709	0.0	0.0	0.0	87.29355545738133	0.0	0.0	0.9998326221483085	0.999393446970699	0.989834370922286	0.9546336729705623	0.927624694530721	0.8881504897492426	0.8313272320997899	0.75372156533288	0.6552555323208098	0.5414097848965003	0.4231228976669089	0.31313598971958373	0.2209767821739751	0.15033848889398158	0.09995292015231297	0.0660844168582733	0.04465048449702567	0.0323303617724918	0.026911103016970847	0.027269381787674466	0.03323014967933214	0.04536308307811298	0.06465116407391606	0.09193087586380175	0.12714161550007455	0.16873469159525095	0.21375501211678677	0.2587019056085047	0.3006017095019664	0.33762171684125003
0.0011	947.4635	41.4178	0.23333333333333334	3.2903445623126686	57.36152510448679	0.03325439327864659	8.531678524172808	0.0	0.0	0.0	2.871266365111004	0.0	0.0	0.9999999727892284	0.9999999561430841	0.9999999292738568	0.9999998858395478	0.9999998154617755	0.9999997009937114	0.9999995136768576	0.9999992041435966	0.9999986846078175	0.9999977906291001	0.9999961903720966	0.9999931411927842	0.9999867270496012	0.9999709064173634	0.999919768309341	0.9996384087687356	0.991791423982088	0.07593041382947313	0.03808163065634075	0.03325439327864659	0.03684001378487264	0.047331475832508456	0.06527329636582059	0.09141679244118252	0.12573563688570466	0.16674939267228592	0.21154038491889332	0.25657733579759123	0.29880073631826604	0.336278645127532
0.0011	0.9734	11.6522	0.2	5.298316906283709	57.36152510448679	0.042336082620223536	8.531678524172808	0.0	0.0	0.0	2.9284186094718727	0.0	0.0	0.9999999033940195	0.9999998442956017	0.9999997489027024	0.9999995946997374	0.9999993448421172	0.9999989384573121	0.9999982734545535	0.9999971745918408	0.9999953302785918	0.9999921569210174	0.9999864770711835	0.9999756563582637	0.9999529010025726	0.9998968053984911	0.9997157099687493	0.9987236758373074	0.9728789582612432	0.10961014220133387	0.050839097285273326	0.042336082620223536	0.04433172465876071	0.05342579679686408	0.06963982802183993	0.09367074066205794	0.12574946599999393	0.16479927147276732	0.2082271747637969	0.2525973500077378	0.2947337800890244	0.3324970358914834
1.0843	973.3774	0.0117	0.3333333333333333	0.7880462815669912	57.36152510448679	0.02663726865480596	5.298316906283709	0.0	0.0	0.0	89.54643429646293	0.0	0.0	0.9998273078021973	0.999347808502838	0.9876418735246855	0.9545003734697426	0.9276054580720408	0.8881438765220364	0.8313236431595247	0.7537186796327571	0.6552522984938346	0.5414053387657295	0.42311617440678767	0.3131254277793793	0.2209599527021426	0.15031154679971503	0.0999097602124157	0.06601538216702624	0.0445404399406312	0.03215596143221679	0.02663726865480596	0.02684562409848533	0.03258879503743426	0.04442388734711707	0.06333886429304282	0.09020920117240691	0.12505328174529748	0.1664184698656842	0.21141531095177712	0.25654457287506865	0.29877927217600386	0.33621493765530247
34.2891	0.0308	368.4735	0.5333333333333333	0.7880462815669912	1000.0	0.004803076042153137	35.62247890262442	0.0	0.0	0.0	2727.305928862429	0.0	0.0	0.9884893227760863	0.9815935165592342	0.9706897012427917	0.9536320849086446	0.9273903806143786	0.888041283873217	0.8312487240761656	0.7536404536587252	0.6551487750092342	0.5412513279283621	0.42287566756827405	0.3127427743972523	0.22034693883179096	0.14932726532891766	0.09832886441138326	0.06347818272279412	0.040475394039648734	0.02566187031422449	0.01631075750193691	0.010544216342741972	0.007141933800401697	0.005360707891282019	0.004803076042153137	0.00533910682721797	0.007075563802069727	0.010364967808942433	0.01584415034814047	0.024479854261670295	0.03757036457656234	0.056609090249203714
0.0343	30.7809	0.3685	0.03333333333333333	2.043359717856942	2.043359717856942	0.09471507896053348	2.043359717856942	0.0	0.0	0.0	5.528625280098774	0.0	0.0	0.999958709504859	0.9999321437191443	0.9998870734316401	0.9998081682186526	0.999662923865249	0.9993732357782845	0.9987151166383371	0.9968497099592197	0.9887661293582983	0.8932830787782424	0.46704635782312787	0.3270692264575548	0.23331925264681913	0.1663802087889736	0.12324837018894491	0.10052387340041317	0.09471507896053348	0.10266235242271059	0.12137314773830789	0.1477969982579982	0.1789263834681787	0.21213710891387644	0.2454483772092328	0.2775455234528192	0.30763922175756303	0.3352927099251977	0.36028979999015726	0.3825554313612416	0.402113687801936	0.4190650136620772
0.1928	0.0055	0.0021	0.16666666666666666	1.2689610031679222	8.531678524172808	0.05619870343811397	3.2903445623126686	0.0	0.0	0.0	18.24034357306187	0.0	0.0	0.9999209115951684	0.9998610190168254	0.9997402485308794	0.9994547844936473	0.9985334139198764	0.9920707551853176	0.8572959345522759	0.7564274647782218	0.6563842061310067	0.5423357956264768	0.4242455574762136	0.31475859566640724	0.22348082104762448	0.15428750324598423	0.10621020918006636	0.07596768652405049	0.06012408607375046	0.05619870343811397	0.0629033786912	0.07979988054354507	0.10656242567172128	0.14209205946058523	0.18396619906378997	0.22869170372897282	0.27265494332845547	0.3130778588271286	0.3484183737347609	0.37822142721089363	0.40273807750750057	0.42256894003566575
192.8219	5.4737	2.0721	0.5333333333333333	0.7880462815669912	1000.0	0.0020407677340709717	92.36708571873861	0.0	0.0	0.0	15192.174260565642	0.0	0.0	0.9884886917109952	0.9815930935336642	0.97068935822995	0.9536317319476736	0.9273899321947917	0.8880406348399239	0.8312477237771694	0.7536388705425792	0.6551462428667602	0.5412472611282622	0.42286912561257795	0.3127322444690514	0.2203299861056749	0.14929997035138864	0.09828491790047886	0.06340742960624983	0.04036149286030938	0.025478533511997768	0.01601571920575146	0.010069571363651149	0.00637871070039436	0.004134362458621154	0.002834905513785564	0.0021863743635031226	0.0020407677340709717	0.0023637416508815	0.003226036897893666	0.004816099379311543	0.007473455563872672	0.011741797130927007
6.0976	0.1731	0.0655	0.43333333333333335	0.7880462815669912	239.5026619987486	0.011351264982067996	13.73823795883263	0.0	0.0	0.0	488.4991249532188	0.0	0.0	0.9885450974591151	0.9816132620743208	0.9706993997479292	0.9536380672597076	0.9273951168199775	0.8880462081175229	0.8312550904334592	0.7536497756361971	0.655163223510325	0.5412742496434497	0.4229123643287723	0.31280172997741973	0.2204417777470215	0.14947989346424836	0.09857450764665268	0.06387346176467423	0.041111232542499404	0.026684039573490102	0.01795234080653818	0.013176305204814293	0.011351264982067996	0.01206473577896305	0.015411161742674422	0.021955924869402444	0.03270601885900267	0.04900308983859571	0.07221907730851376	0.10317910420643277	0.14145976885651196	0.18502630366746226
