Iteration	mA	mB	mU	e0	eP	bA	bI	kD	robustness	min_CoRA	SS	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
10.0	0.02641	0.05347	0.005224	0.001004	0.002396	4.073	6.421	0.3545	0.03333333333333333	0.0877974152275513	0.5733235988956765	0.9999982784971654	0.999997226583872	0.9999955305812294	0.9999927939961291	0.9999883728737133	0.9999812159177333	0.9999695925799271	0.9999506165964998	0.9999193738152491	0.9998672245194262	0.9997782135126696	0.999620612364364	0.9993239930288005	0.998704140705101	0.9971378966245014	0.991278664193057	0.9232211077639687	0.20297497401347891	0.1145231302211876	0.0877974152275513	0.13106213216019236	0.6535397035314302	0.949661608283078	0.9844926157779462	0.9932202580886053	0.9965300010246494	0.998074555441963	0.9988834777105259	0.9993370945676808	0.999602551739551
11.0	0.02453	0.05519	0.007039	0.001	0.002033	3.521	7.384	0.5961	0.03333333333333333	0.08348442308636622	0.5574616242658057	0.999996449246345	0.9999942757851661	0.9999907654376862	0.9999850854965497	0.9999758678431919	0.9999608375519206	0.9999361395875325	0.9998950456376865	0.9998252676471572	0.9997027719385776	0.9994755043879996	0.9990122384462077	0.9978946743884824	0.9941197318211378	0.9629651314590685	0.2988715574864419	0.15645037893094135	0.10444892937120169	0.08348442308636622	0.14755453456995019	0.7658820676427887	0.9646029874802282	0.9883538832010478	0.9947553132377177	0.9972748956742242	0.9984749394111829	0.9991107699498787	0.9994695990578936	0.9996801855267465	0.9998069759246494
12.0	0.02882	0.03365	0.007214	0.001279	0.002398	2.804	9.084	0.7502	0.06666666666666667	0.07380354714576888	1.0310506298442856	0.9999970910779555	0.999995312328073	0.9999924424138051	0.9999878063783297	0.9999803027936016	0.9999681198482042	0.9999482390640997	0.999915530022683	0.9998609967658466	0.9997680933408668	0.9996041151400593	0.9992971166702098	0.9986614601544586	0.9970831023874722	0.9914108985835781	0.9350239794262164	0.2492194879320871	0.13334155189115712	0.08842907928453302	0.07380354714576888	0.17247672382535315	0.857207961755155	0.9760644541865995	0.9916092680355075	0.9961127231078628	0.9979513304260318	0.9988452938445157	0.9993250879083041	0.9995983834901923	0.9997600387967802
13.0	0.02533	0.02755	0.006526	0.001316	0.002403	2.684	9.625	0.8932	0.06666666666666667	0.08128499347401624	1.1153041528477856	0.9999966536384852	0.9999946073673593	0.999991305765845	0.9999859722392314	0.9999773393569185	0.999963321860283	0.9999404447115426	0.9999027988434551	0.9998400158246217	0.9997330055165139	0.999543976625307	0.9991896094074965	0.9984542306717937	0.9966210560655547	0.9899841994672027	0.9237601585374666	0.2565462762339125	0.13785250422265977	0.09198398786158427	0.08128499347401624	0.2639334829524827	0.9143119307649339	0.9823480820537465	0.9933216485557309	0.9968007127233012	0.9982850190547096	0.9990244843692868	0.9994271277040081	0.9996585685381193	0.999796276759211
14.0	0.03346	0.02405	0.009038	0.001198	0.002766	4.099	6.768	0.7471	0.06666666666666667	0.07194636740055663	1.7173530230765315	0.9999988191783554	0.9999980974977711	0.9999969336955629	0.9999950552321415	0.9999920188685916	0.9999870994211237	0.9999790990387905	0.9999660090046311	0.9999443800345463	0.999908067637972	0.999845496061296	0.9997329493286047	0.9995153942385819	0.9990387268587946	0.9977177817431884	0.9915129659728003	0.7854650281989618	0.1835592275162175	0.11543988830958692	0.07973055901803802	0.07194636740055663	0.17231094249365536	0.8055986638374661	0.9661606535026571	0.988271871909625	0.9946046074361042	0.9971672663072088	0.998406084882927	0.9990682390105983	0.9994440831167462
15.0	0.01776	0.02136	0.009607	0.001	0.002889	3.721	4.841	0.9969	0.0	0.10936736364659386	NaN	0.9999973015642827	0.9999956492061329	0.9999929795110188	0.9999886572385602	0.9999816361748227	0.9999701699862883	0.9999512815539303	0.9999197263024143	0.9998657894486169	0.9997700633736277	0.999589169774133	0.9992084214360375	0.9982326726771091	0.9944538739005621	0.9424361083997971	0.34618507314027325	0.22464747621105347	0.15130887135677698	0.10936736364659386	0.11104762640972825	0.3282136779994803	0.8677530023482476	0.9680264056335655	0.9875143811429726	0.993953649295242	0.9967419913449178	0.9981399477585888	0.9989027911040902	0.9993408667450272	0.9996006206564867
16.0	0.01809	0.0146	0.01337	0.001001	0.004666	5.866	2.332	1.099	0.0	0.11464748041525569	NaN	0.9999988475881365	0.9999981420117439	0.9999970021655512	0.9999951571176597	0.9999921610288516	0.9999872706928581	0.9999792217312881	0.9999657939065909	0.9999428945140074	0.9999024064018391	0.9998263794076645	0.9996681059189677	0.9992706930653188	0.9977979765724277	0.9796774554910471	0.42257207032078625	0.2884845580573087	0.19662354351907135	0.13815503074698876	0.11464748041525569	0.15513029988845498	0.42681647513827936	0.8296937067152452	0.9463497624970915	0.9772550174022436	0.9886105827735613	0.9937620011917639	0.9964069346185279	0.9978693478249324	0.9987154245736105
17.0	0.01399	0.01815	0.01829	0.001246	0.004297	5.65	2.256	1.227	0.0	0.11760699621256945	NaN	0.9999980672495997	0.9999968790206739	0.999994951606262	0.9999918111207357	0.9999866568808795	0.9999780977640574	0.9999636106474662	0.9999383113702073	0.9998917809182075	0.9997983363741487	0.9995789118000189	0.9988774973013796	0.9938793712324325	0.6391114089703342	0.460263560479266	0.3281883282775522	0.2243949116387295	0.15411973350879116	0.11760699621256945	0.12785556040051793	0.2819264702595398	0.7172561923364748	0.9194434178932767	0.9687643066656254	0.98509391544284	0.9920489038888187	0.9954883906503271	0.9973472131745252	0.9984072524244103	0.9990321304328649
18.0	0.01823	0.01284	0.014	0.001028	0.00357	5.264	2.839	1.712	0.0	0.11510461462704007	NaN	0.9999985094724563	0.9999975959613068	0.9999961187263943	0.9999937237017441	0.999989824414324	0.9999834330618247	0.9999728417858265	0.9999549760863761	0.9999239511228593	0.9998674215698606	0.9997557089614912	0.9995009898670234	0.9987354298232527	0.9942216530690856	0.6316346223784094	0.3547741438408653	0.23738844372613777	0.158483948732917	0.11510461462704007	0.11533978897795898	0.25101408851754914	0.7241858988471911	0.930212126110195	0.9740053171006783	0.9877832818947129	0.9935295377368729	0.9963422507253985	0.9978540017936849	0.9987135205954522	0.9992194485147213
19.0	0.01793	0.02084	0.009305	0.001	0.003609	6.319	2.649	1.778	0.0	0.12328500003494601	NaN	0.9999976087667248	0.9999961416923281	0.9999937668205405	0.9999899099929669	0.9999836137178633	0.9999732480509399	0.9999559480740112	0.9999264249926574	0.999874166571949	0.9997758513039262	0.9995705007946827	0.9990516759653036	0.9971021570990303	0.9718516236732476	0.34965746605558484	0.2272728256851289	0.15551214664250393	0.12328500003494601	0.1587417326255874	0.448689781499511	0.8516128219294268	0.9540566817130957	0.9805064390399562	0.9902198312931246	0.9946357710685361	0.9969073432125195	0.9981649668050125	0.9988931789674326	0.9993269210303242	0.999590148767732
20.0	0.02433	0.02055	0.01233	0.001	0.004875	7.56	3.289	1.518	0.03333333333333333	0.09527187170526782	1.7399148875548218	0.9999987984183697	0.9999980620303539	0.9999968712759626	0.9999949408641451	0.9999917983842744	0.9999866485326858	0.9999781173005128	0.999963734030862	0.9999387778991796	0.9998933710725204	0.9998038583830028	0.999600655501735	0.9989952612378352	0.9955025374602992	0.5726770037422276	0.2657127675865502	0.17393183789490962	0.11815760384429165	0.09527187170526782	0.1322532765862194	0.44556364675439253	0.8728892269154331	0.9625601932020338	0.9842937665610889	0.9921484128362046	0.9956999214145921	0.9975227557576319	0.9985309700572599	0.9991145938782163	0.9994622920967379
21.0	0.02138	0.02288	0.01021	0.001165	0.004399	4.768	3.212	1.899	0.0	0.10709469012278909	NaN	0.9999969866287798	0.9999951374085754	0.9999921432032489	0.9999872786733847	0.9999793323230098	0.9999662367750815	0.9999443445287368	0.999906883500096	0.9998402779934198	0.9997140280656766	0.9994468525971182	0.9987548455421882	0.9960012498830573	0.9508395779574181	0.3188574756843428	0.20297606195249712	0.13634347002674094	0.10709469012278909	0.14132192067907687	0.4509171143318805	0.8709521752479048	0.9616009271955255	0.9838433323618472	0.9919141036722147	0.995569808852339	0.9974481236597741	0.9984880523195097	0.9990908648652742	0.9994507490489531	0.999669818292828
22.0	0.01987	0.01728	0.007925	0.001272	0.006365	4.497	2.653	1.529	0.0	0.12248287816431776	NaN	0.9999976136032669	0.9999961527709104	0.9999937932452068	0.9999899750290894	0.9999837776963466	0.9999736697936981	0.9999570536241807	0.9999293885437439	0.9998823631331117	0.9997996673097744	0.9996458046863597	0.9993306540423924	0.998563672144344	0.9959215226681518	0.9722325409455636	0.34126514247141143	0.20261611728257267	0.14128000510752542	0.12248287816431776	0.19518606368970015	0.5796731187357143	0.8921696090325439	0.9630870758944748	0.983456956139106	0.9914635870847073	0.9952488429760085	0.9972431234112635	0.998365423753666	0.9990239063740805	0.9994205713470907
23.0	0.02177	0.01794	0.005613	0.001547	0.006863	3.724	3.847	1.33	0.0	0.11428883566682775	NaN	0.9999973503304113	0.9999957301653897	0.9999931162101195	0.99998889388605	0.9999820605277863	0.9999709674010764	0.9999528693464228	0.9999231048792478	0.9998735123309679	0.9997891145294457	0.9996404117688439	0.9993628597403201	0.9987913329395731	0.9973874302088573	0.9924653804899688	0.9472909265639701	0.2755697207333442	0.15126699119411052	0.11428883566682775	0.14532117851588577	0.48398978103912177	0.8917412599876672	0.9678889906464732	0.986415995454588	0.9931824045435574	0.9962666538274639	0.9978613367335408	0.998750908832655	0.9992707956576434	0.9995819522558568
24.0	0.02185	0.01698	0.004506	0.001817	0.007928	3.858	4.954	1.154	0.0	0.11468478066100303	NaN	0.9999977621334505	0.9999963945884768	0.9999941895151154	0.9999906310588915	0.999984880955555	0.9999755695085052	0.9999604389632715	0.9999357156388261	0.9998949528371435	0.9998267578275497	0.9997099276044097	0.9995018144429407	0.9991061737334698	0.9982650625034928	0.9960716291461363	0.9872852866721284	0.8651554001047732	0.2029354520273756	0.12366087360455641	0.11468478066100303	0.2896578792031598	0.8392102781128814	0.9628222496374399	0.9858572874711378	0.9932471182992327	0.9964001221086396	0.9979721061216109	0.9988310693861114	0.9993267676666386	0.999620306329857
25.0	0.01622	0.01271	0.005761	0.002114	0.004896	3.912	4.86	1.304	0.0	0.12652327381839162	NaN	0.9999975229048818	0.999996008411729	0.9999935651851118	0.9999896192607086	0.9999832348450158	0.9999728747625114	0.9999559838010728	0.9999282341668719	0.9998820784753074	0.9998037499534302	0.9996663745792853	0.999411919969917	0.9988947852076647	0.9976546897844591	0.9935262136179001	0.9615124119820805	0.36309939266442537	0.19627874770122977	0.13646997327551494	0.12652327381839162	0.3082659302428627	0.8443701033141582	0.9631092171019315	0.9858248472887475	0.9931937409518942	0.996351136687894	0.99792513992694	0.9987821128339618	0.999274619514412	0.9995675902260869
26.0	0.0163	0.01259	0.004656	0.002148	0.005653	4.488	3.341	1.41	0.0	0.14439476008618693	NaN	0.9999976704211181	0.9999962463963971	0.9999939495587671	0.999990241210879	0.9999842441907314	0.9999745205939098	0.9999586880076367	0.9999327319553839	0.9998897070495196	0.9998170982254974	0.9996909193732056	0.9994607696645365	0.9990052719015189	0.9979648482728793	0.9948374985557552	0.9768582033295852	0.49695795092364264	0.19708934289181537	0.14439476008618693	0.16667279874341195	0.4601485614176762	0.8674482205182588	0.9600441532631554	0.9831398377540554	0.9915568205737719	0.9953767122842153	0.997342866880489	0.9984344100723742	0.9990698717412551	0.9994510092384439
27.0	0.0148	0.01374	0.003468	0.002379	0.005495	5.217	2.506	1.63	0.0	0.18181795602705364	NaN	0.9999971515036667	0.9999954099990995	0.9999926006511873	0.999988063685683	0.999980723662511	0.9999688146952593	0.9999494031873181	0.9999175252876905	0.9998645375666121	0.9997747114671632	0.9996174561751806	0.9993270886092948	0.998740293015008	0.9973486088695037	0.9928311192741179	0.9606793662293693	0.35061022585626955	0.18281852516014457	0.18181795602705364	0.37846245360389014	0.7874661836501468	0.9349648105813132	0.9732683655553372	0.9868516847525162	0.9928763960767137	0.9959300397162839	0.9976082558820099	0.9985787390918707	0.9991585465674121	0.9995110777790712
28.0	0.0147	0.01849	0.003931	0.002488	0.004458	6.527	3.156	1.792	0.0	0.15690267246346393	NaN	0.9999966443640514	0.9999945904556727	0.9999912733876182	0.999985906680143	0.9999771986574604	0.9999630028042031	0.9999396851622272	0.9999009127516099	0.9998351462445176	0.9997198960780697	0.9995067144527102	0.9990744840306068	0.9980424341183028	0.9946352349154532	0.9685429873198952	0.33179194811387674	0.18041773299998784	0.15690267246346393	0.2803169578082324	0.7330340600346311	0.9308693596910742	0.9740082551162752	0.987737716054683	0.9934944871232568	0.9963209578145648	0.997843666102027	0.9987117756213757	0.9992248605710068	0.9995354325255126	0.9997260875534785
29.0	0.0128	0.01209	0.003369	0.003167	0.006026	5.919	3.655	1.934	0.0	0.17350779906376287	NaN	0.9999968225254895	0.9999948792961482	0.999991743580428	0.9999866770706417	0.9999784738760246	0.9999651475105068	0.9999433810122728	0.9999075167349276	0.9998475803076559	0.999745075443927	0.9995629973272114	0.9992184887487822	0.998492079004345	0.9966267717831447	0.9894112572402339	0.89930394951823	0.26028804020078944	0.17350779906376287	0.19622877771574979	0.5294141284622044	0.8894759088999351	0.965109040755757	0.9849006552493011	0.9923391539117948	0.9957743283271471	0.9975603653296086	0.9985576935788172	0.9991402272306491	0.9994904084670119	0.9997040222414272
30.0	0.01099	0.01511	0.003452	0.003344	0.008833	3.07	4.005	2.114	0.0	0.19213023737888532	NaN	0.9999903019035706	0.999984363290797	0.999974768207936	0.9999592332851481	0.9999339975838197	0.9998927825751528	0.9998248828946488	0.9997114359076406	0.9995174963985564	0.9991732643212354	0.9985229044880108	0.9971559744217784	0.9936749722950929	0.9806183900141343	0.8571334357780335	0.31379583550139667	0.19511834367955916	0.19213023737888532	0.47611158362865424	0.8797610782781861	0.9644227516573828	0.9850499692974902	0.992531997497328	0.995927389540923	0.9976795273582221	0.9986564298406746	0.9992263817120863	0.9995649231540485	0.9997638118587249	0.9998764147244311
31.0	0.01185	0.01483	0.003216	0.001794	0.006196	3.05	3.745	1.821	0.0	0.1730185174003959	NaN	0.9999930129988917	0.9999887381214145	0.999981836910844	0.9999706785090652	0.9999525914892313	0.9999231548918893	0.9998749331002318	0.9997950994131102	0.9996606452993301	0.9994277764065539	0.9990054298811636	0.9981778332597755	0.9963227086979614	0.9909740720904	0.9641931643332939	0.5884373292645799	0.22550614449638268	0.1730185174003959	0.2827574913456514	0.7645033635507661	0.9440472302555444	0.9792852027349555	0.9902679425517777	0.9948519401771776	0.9971033637138172	0.9983205073157955	0.9990184224912537	0.999432448667718	0.9996805702763426	0.9998268115419842
32.0	0.01688	0.01283	0.003381	0.002993	0.005247	2.617	3.718	1.536	0.0	0.15376015981116214	NaN	0.9999953339530786	0.9999924825047589	0.9999878846440794	0.9999804645627327	0.9999684738316055	0.9999490549529003	0.9999174961192011	0.999865917633867	0.9997808472271943	0.9996384468891752	0.9993942720758353	0.9989587070402167	0.9981288842484973	0.9963593070139173	0.9917299673866492	0.9733385608381735	0.7829401670415596	0.23445623289776032	0.15376015981116214	0.21080180316338634	0.6283743853506867	0.91486149625238	0.9711183501548436	0.987031720295962	0.9933058660802965	0.9962888107412217	0.9978715481239913	0.9987692694914386	0.9992977404163006	0.99961159707882
33.0	0.01862	0.01473	0.003733	0.004723	0.004675	2.604	4.054	1.402	0.0	0.14582733707438575	NaN	0.9999949354704681	0.9999918403869807	0.9999868494813668	0.9999787946009786	0.9999657767464828	0.9999446910602205	0.9999104145000487	0.9998543707811635	0.999761872927086	0.9996068688449823	0.9993406027201985	0.9988642139320905	0.9979520510243036	0.9959897646133221	0.9907711440384445	0.9692950275136066	0.7399524506569324	0.22184454772176046	0.14582733707438575	0.18974757759949626	0.5691508548259547	0.9004332897526092	0.9674889337319091	0.9856876472015192	0.9926838937574717	0.9959608789362318	0.9976832775078439	0.9986545163127007	0.9992253827443612	0.9995661615196855
34.0	0.01893	0.0207	0.003603	0.004848	0.003541	2.214	4.699	1.891	0.0	0.14198454927982596	NaN	0.9999891800489105	0.9999825603847817	0.9999718743752439	0.9999545978341319	0.9999265974134584	0.9998810364826731	0.9998064262593621	0.9996829745318552	0.9994752511711229	0.999116031621916	0.998466209645833	0.9971986708425266	0.9943821408374302	0.9864223126018855	0.9492095425918262	0.5753003542381055	0.19391005825143537	0.14198454927982596	0.24605258718773304	0.7412448437473318	0.9410150388571907	0.9786504763862874	0.9900731302792724	0.9947776322831764	0.9970718344561686	0.9983074432514014	0.9990146964161728	0.9994338867972438	0.9996847000767982	0.9998318753067276
35.0	0.01843	0.01352	0.003266	0.007291	0.004544	2.926	4.825	1.82	0.0	0.1524553544760428	NaN	0.9999937606497146	0.9999899472290528	0.9999837973954734	0.9999738705739735	0.9999578233961788	0.9999318205249205	0.9998895232898912	0.9998202930618989	0.9997058379782733	0.9995135116334533	0.999181650054226	0.9985835025354562	0.997423926010468	0.9948750575149732	0.987818186599274	0.9562241826124366	0.6252025766927125	0.19963857682314792	0.1524553544760428	0.2916556941215366	0.7725144557513064	0.9427604191951368	0.9782730096237351	0.9896830809971838	0.9945165683223947	0.9969107911571378	0.9982125644462131	0.9989620704069597	0.9994073925332163	0.9996732625135809
36.0	0.02031	0.0162	0.002324	0.006151	0.005189	3.634	5.896	1.867	0.0	0.15893343197105975	NaN	0.9999946224486291	0.9999913363600026	0.9999860379190308	0.9999774879142624	0.9999636730192537	0.9999413045558887	0.9999049643137129	0.9998456033566928	0.9997477826455117	0.9995842722894469	0.9993045526210707	0.9988075052173097	0.9978667244144896	0.9958836031305922	0.9908100389790182	0.9716724102258412	0.7991980216828667	0.21564084492066354	0.15893343197105975	0.43700482933909857	0.8856338047957174	0.9682615296934118	0.9869408761599497	0.9935389918177793	0.9964991036149753	0.9980190805509459	0.9988650370613231	0.9993576731107597	0.999648366408486	0.9998164199115394
37.0	0.01949	0.02684	0.002586	0.005634	0.003666	3.894	6.905	1.704	0.0	0.14022134686948284	NaN	0.9999922778860876	0.9999875546476223	0.9999799318646724	0.9999676126186428	0.999947659223912	0.9999152251775556	0.9998621989759351	0.9997746944048653	0.9996280925293313	0.9993763538773801	0.9989262201226554	0.9980651007335997	0.9962150533992179	0.9913030093107675	0.9710763398963502	0.7415817499404389	0.1877725612602328	0.14022134686948284	0.3754974607027045	0.8844713220680425	0.9708736987740393	0.9884057666865562	0.9943378521911718	0.9969410331101278	0.9982585800647664	0.9989842078371175	0.9994053056642359	0.9996571425699524	0.9998088200005723	0.9998982855155047
38.0	0.01709	0.03894	0.001803	0.005185	0.003432	2.516	6.419	1.964	0.0	0.21204077571811714	NaN	0.99997773150017	0.9999640964365656	0.999942067738295	0.9999064064189115	0.9998484875836737	0.9997539240762399	0.9995982152365613	0.9993382762859656	0.9988945350010593	0.9981088330796871	0.9966308898895166	0.9935510227613268	0.9858597429232445	0.9587237659754927	0.7775948982392585	0.2634137010172456	0.21204077571811714	0.6669891280685264	0.939211799141628	0.9802685338831684	0.9912398199317914	0.9955003066401037	0.9975161704955194	0.9985847070455807	0.9991907163460344	0.9995464536884499	0.9997555964865017	0.9998747244632902	0.9999388774103805	0.9999712809929933
39.0	0.01707	0.03815	0.001709	0.00654	0.00313	2.79	7.129	1.935	0.0	0.20776696554675064	NaN	0.9999787541644757	0.9999657481638542	0.9999447403861417	0.9999107438203891	0.9998555602631466	0.9997655455498241	0.9996175472905021	0.999371075855141	0.9989519751587085	0.9982146743276569	0.9968426034979376	0.9940355672513146	0.9872557826578696	0.964873974264647	0.8299480740354878	0.30557897835289316	0.20776696554675064	0.6332004039332658	0.9352251094959214	0.9796004253218119	0.9910577255639186	0.9954315910592665	0.9974808385360702	0.9985601062089193	0.9991700049830826	0.9995285235937231	0.9997413517314048	0.999864882702273	0.9999330410642266	0.9999682835577591
