mA	mB	mU	robustness	minRange	maxRange	min(CoRa)	optimalRho	negative_sol	oscilations	other_errors	negative_CoRa	Greater_CoRa	steady_state	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
1.8106	0.1512	0.0066	0.0	NaN	NaN	1.000000009375019	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0000102790635086	1.000016972395316	1.0000284614171429	1.000048947066006	1.0000877412487041	1.0001685548685124	1.0003647578113082	1.0009818253559442	1.0041940226701758	1.0875569121718578	1.0003086253904578	1.0001284330023101	1.00005922948137	1.0000296587016029	1.0000158445659537	1.000008886306639	1.0000051599228998	1.0000030682204912	1.0000018534009008	1.0000011310522676	1.0000006947405728	1.0000004284975057	1.000000264968842	1.0000001641126604	1.0000001017481157	1.0000000631222974	1.0000000391749433	1.0000000243186384	1.0000000150985575	1.000000009375019
0.0018	151.2473	6.6117	0.0	NaN	NaN	1.0032490859705017	0.001	17.0	0.0	3.0	0.0	10.0	NaN	1.0032490859705017	1.005266423319957	1.0085651192247915	1.0140146392311575	1.0231698835460066	1.0389988424479462	1.0678128821317099	1.1258163106517287	1.2737769711093438	2.5390639378274686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0022	0.0025	947.4635	0.0	NaN	NaN	1.000000000000221	0.001	0.0	0.0	6.0	0.0	24.0	NaN	1.000000000000221	1.0000000000003555	NaN	1.0000000000009144	NaN	1.0000000000023666	1.0000000000038056	1.0000000000061202	1.0000000000098692	1.0000000000158809	1.0000000000255767	1.000000000041193	1.0000000000663452	1.0000000001068752	1.0000000001722016	1.000000000277538	NaN	1.0000000007223713	NaN	1.0000000018916433	1.0000000030761544	NaN	1.0000000083161762	1.0000000139665564	1.000000024097403	1.000000043514229	NaN	1.000000190823241	1.0000005373106526	1.0000017206242116
2.2468	2.5029	0.9475	0.0	NaN	NaN	1.000000188849142	0.001	6.0	0.0	9.0	0.0	15.0	NaN	1.000000188849142	1.0000003045815098	1.0000004917167944	1.00000079507619	1.0000012888544867	1.0000020978777031	1.0000034375135807	1.0000056939258513	1.0000096005128094	1.0000166721581818	1.0000304400199687	1.0000607236636385	1.0001435470120599	1.0005022594861839	1.01004374419717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.0497	0.0791	29.9614	0.0	NaN	NaN	1.0000000000001865	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000001865	1.0000000000003033	1.0000000000004854	1.0000000000007845	1.0000000000012699	1.0000000000020415	1.0000000000032898	1.0000000000052964	1.0000000000085256	1.000000000013731	1.0000000000221048	1.0000000000356064	1.0000000000573384	1.0000000000923162	1.0000000001486664	1.0000000002394005	1.0000000003855183	1.0000000006208665	1.0000000009999224	1.0000000016105683	1.0000000025945577	1.000000004180802	1.0000000067397015	1.0000000108721978	1.000000017557829	1.0000000284049093	1.0000000460848788	1.000000075116237	1.0000001233592053	1.000000205083216
0.071	79.1476	0.03	0.0	NaN	NaN	1.0000000000813851	1000.0	3.0	0.0	0.0	0.0	27.0	NaN	NaN	NaN	NaN	1.0000195839150652	1.0000121404042754	1.0000075310886976	1.0000046737292503	1.0000029012291534	1.0000018012357972	1.0000011184141089	1.0000006944832112	1.0000004312585002	1.0000002678082915	1.000000166309412	1.0000001032793921	1.0000000641376496	1.000000039830341	1.0000000247352208	1.0000000153609603	1.0000000095393973	1.0000000059241254	1.0000000036789813	1.0000000022847075	1.0000000014188406	1.0000000008811234	1.0000000005471963	1.0000000003398262	1.0000000002110283	1.0000000001310518	1.0000000000813851
0.3995	0.4451	0.1685	0.0	NaN	NaN	1.000005985818366	0.001	17.0	0.0	2.0	0.0	11.0	NaN	1.000005985818366	1.0000097254663487	1.0000158888938304	1.0000261921935192	1.0000438146183988	1.0000750907620573	1.0001340416289612	1.0002567945001566	1.0005605054763487	1.0016106831397444	1.0107190159524673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
399.5421	445.0794	168.4855	0.0	NaN	NaN	1.0000000000059683	0.001	2.0	0.0	3.0	0.0	25.0	NaN	1.0000000000059683	1.000000000009605	1.0000000000154734	1.0000000000249265	1.0000000000401357	1.0000000000646374	1.0000000001040967	1.0000000001676335	1.0000000002700093	1.0000000004349683	1.0000000007008645	1.0000000011297734	1.0000000018223074	1.0000000029424068	1.0000000047589148	1.0000000077176705	1.0000000125706352	1.0000000206205688	1.000000034217661	1.0000000578659483	1.00000010099107	1.000000185980774	1.0000003768668386	1.0000009199304194	1.0000035121365491	NaN	NaN	NaN	NaN	NaN
12.6346	0.0141	0.0053	0.0	NaN	NaN	1.0000000229820627	0.001	1.0	0.0	1.0	0.0	28.0	NaN	1.0000000229820627	1.0000000370223237	1.0000000596549898	1.0000000961623339	1.0000001551118474	1.0000002504603556	1.0000004051022549	1.000000657006789	1.0000010702324302	1.0000017557408851	1.0000029135232154	1.000004925586631	1.0000085842222743	1.000015730625861	1.0000313698802976	1.0000725444950227	1.000222401930081	1.0013127430282396	3.306247570289041	NaN	NaN	1.0000071153777021	1.0000035466153847	1.0000018882101813	1.0000010563810238	1.000000612356529	1.000000363710068	1.000000219541962	1.000000133913868	1.000000082231007
0.0126	14.0746	5.328	0.0	NaN	NaN	1.0000110528495487	0.001	11.0	0.0	5.0	0.0	14.0	NaN	1.0000110528495487	1.0000240467078476	1.0000698056095048	1.0004313687662267	1.002795246160594	1.0049903352342948	1.0081876557891862	1.013412458656559	1.0221598944416888	1.0372299734621406	1.0644991906722392	1.118733252290341	1.2527298422276503	2.0875442055095266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.03	0.0334	0.0022	0.0	NaN	NaN	1.000000014143452	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0282190314026523	1.125626149583055	1.1041031434250381	1.028203265484029	1.009926771836479	1.0040066213970502	1.001787370542506	1.0008659168147191	1.0004492637950366	1.0002461437750918	1.000140480324889	1.0000825349163462	1.0000494569047378	1.000030023728266	1.000018380109086	1.000011312324655	1.0000069858465286	1.0000043231854758	1.000002678934114	1.0000016614129459	1.0000010308978218	1.0000006398703927	1.00000039724131	1.000000246643821	1.0000001531507947	1.0000000951018355	1.000000059057	1.0000000366742883	1.0000000227749397	1.000000014143452
29.9614	33.3762	2.2468	0.0	NaN	NaN	1.0000000178074844	0.001	7.0	0.0	6.0	0.0	17.0	NaN	1.0000000178074844	1.0000000287001272	1.0000000462807153	1.0000000746955675	1.0000001207256302	1.0000001955633144	1.0000003179521477	1.0000005199946735	1.0000008585871065	1.0000014398179906	1.0000024765000406	1.0000044415869314	1.0000085467949522	1.0000185968158162	1.0000510491427874	1.0002396645932243	1.035826920773106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
947.4635	0.0011	0.071	0.0	NaN	NaN	1.0000000000000302	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000302	1.000000000000052	1.0000000000000824	1.00000000000013	1.0000000000002123	1.0000000000003468	1.0000000000005504	1.0000000000008884	1.000000000001426	1.0000000000023017	1.0000000000037015	1.0000000000059726	1.000000000009622	1.000000000015491	1.000000000024957	1.0000000000401748	1.000000000064711	1.0000000001042053	1.000000000167824	1.0000000002702998	1.0000000004353888	1.000000000701441	1.0000000011304062	1.0000000018226454	1.0000000029411196	1.000000004752071	1.0000000076940616	1.0000000124991715	1.0000000204151533	1.0000000336369128
0.9475	1.0554	71.0497	0.16666666666666666	148.73521072935117	1000.0	-0.5186643175021743	1000.0	0.0	0.0	1.0	5.0	24.0	60.99182546486988	1.000000000041462	1.000000000066761	1.0000000001075122	1.000000000173129	1.0000000002788039	1.0000000004489984	1.000000000723156	1.0000000011648207	1.000000001876603	1.0000000030242686	1.0000000048762097	1.0000000078684435	1.0000000127131643	1.0000000205834974	1.000000033438311	1.0000000546187104	1.0000000900152781	1.0000001505532812	1.0000002581025051	1.0000004617041085	1.0000008917551553	1.000002002749611	1.0000064208571997	1.0000901661499744	NaN	-0.030948129181207474	-0.05279897745984418	-0.09452913841918192	-0.18762961238227022	-0.5186643175021743
0.1685	0.0059	12.6346	0.06666666666666667	621.0169418915616	1000.0	-0.03779597101351056	1000.0	0.0	0.0	0.0	2.0	28.0	2112.230767870621	1.0000000000411715	1.0000000000662932	1.0000000001067493	1.0000000001718896	1.0000000002767968	1.0000000004457261	1.0000000007177552	1.0000000011558314	1.0000000018613768	1.0000000029977254	1.0000000048282158	1.0000000077775748	1.0000000125313708	1.0000000201981352	1.0000000325745289	1.0000000525841655	1.0000000850146915	1.000000137785548	1.0000002242069956	1.0000003672153177	1.0000006078905912	1.0000010242629325	1.0000017781785409	1.000003252237671	1.0000065496572679	1.0000160870891839	1.0000667701078028	1.0064605545977137	-0.022975298122167594	-0.03779597101351056
168.4855	5.9352	0.0126	0.0	NaN	NaN	1.0000000275294985	0.001	13.0	0.0	4.0	0.0	13.0	NaN	1.0000000275294985	1.0000000445943011	1.0000000725006668	1.0000001185653387	1.0000001957502267	1.0000003282028114	1.000000564276631	1.000001011040827	1.0000019407168708	1.00000419369201	1.0000112534533645	1.0000475865447143	1.0008278697157833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.328	0.1877	399.5421	0.0	NaN	NaN	1.0000000000000433	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000433	1.000000000000065	1.0000000000001084	1.0000000000001734	1.0000000000002816	1.0000000000004465	1.0000000000007239	1.000000000001166	1.0000000000018767	1.0000000000030167	1.0000000000048719	1.0000000000078364	1.0000000000125997	1.0000000000202975	1.000000000032685	1.0000000000526443	1.0000000000847789	1.0000000001365348	1.0000000002199354	1.0000000003543374	1.0000000005710696	1.000000000920843	1.0000000014861004	1.0000000024016165	1.0000000038897021	1.0000000063223782	1.0000000103363618	1.000000017060165	1.000000028603637	1.0000000492411658
0.0053	187.6884	0.3995	0.0	NaN	NaN	Inf	0.001	27.0	1.0	2.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0035	0.289	1.459	0.03333333333333333	2.043359717856942	2.043359717856942	-0.5128863995801863	2.043359717856942	13.0	0.0	0.0	1.0	16.0	2.529701539828838	1.0000075858702229	1.000012977810149	1.0000231111135205	1.0000441443553623	1.0000958442710979	1.0002655910537757	1.0010498910677368	1.003113929981391	1.005634227434656	1.0093473324140732	1.015388605800859	1.0255442111361275	1.0432199487155387	1.0758462345105968	1.1435057015799874	1.3312713136843948	-0.5128863995801863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4599	289.0264	0.0015	0.0	NaN	NaN	1.000000000001114	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0000014034703852	1.0000008021628428	1.0000004719135531	1.0000002830696366	1.0000001719651666	1.0000001053247944	1.0000000648438192	1.000000040051737	1.0000000247890657	1.0000000153621607	1.0000000095277248	1.0000000059120848	1.0000000036696541	1.0000000022782018	1.0000000014145325	1.0000000008783367	1.000000000545415	1.000000000338695	1.0000000002103346	1.0000000001306226	1.0000000000811164	1.0000000000503733	1.000000000031285	1.0000000000194262	1.0000000000120624	1.000000000007494	1.0000000000046594	1.0000000000028997	1.0000000000017988	1.000000000001114
109.4114	0.0091	46.1384	0.0	NaN	NaN	1.0000000000000087	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000087	1.000000000000013	1.0000000000000129	1.000000000000026	1.000000000000039	1.000000000000065	1.000000000000104	1.0000000000001648	1.000000000000269	1.0000000000004337	1.0000000000006979	1.0000000000011227	1.0000000000018072	1.0000000000029083	1.0000000000046811	1.000000000007546	1.0000000000121403	1.000000000019552	1.0000000000314844	1.000000000050707	1.0000000000816496	1.0000000001314853	1.000000000211739	1.000000000340988	1.0000000005491512	1.000000000884474	1.0000000014247528	1.0000000022955693	1.000000003699964	1.0000000059669572
0.1094	9.1398	0.0461	0.0	NaN	NaN	Inf	0.001	24.0	0.0	6.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.6153	0.0016	0.0082	0.0	NaN	NaN	1.0000006964486456	0.001	3.0	0.0	0.0	0.0	27.0	NaN	1.0000006964486456	1.0000011221501643	1.0000018087344247	1.0000029171549913	1.0000047093877142	1.0000076145906238	1.0000123429883285	1.0000200888515844	1.0000329104666072	1.0000544897842512	1.0000917839448968	1.000159005612051	1.0002885091465545	1.000565793696428	1.001270357675211	1.0036798345152826	1.019127492547548	NaN	NaN	NaN	1.0001307689533614	1.0000687460412254	1.000038095165608	1.0000219330002404	1.0000129668804898	1.0000078031367805	1.0000047502832818	1.0000029132887904	1.000001795077009	1.000001109334473
615.2654	1.6253	8.2047	0.0	NaN	NaN	1.0000000000008669	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000008669	1.0000000000014002	1.0000000000022538	1.000000000003628	1.0000000000058382	1.0000000000094011	1.0000000000151439	1.000000000024385	1.0000000000392646	1.000000000063246	1.0000000001018299	1.0000000001640013	1.0000000002641147	1.0000000004253853	1.0000000006852003	1.0000000011039585	1.00000000177922	1.0000000028690574	1.000000004630416	1.0000000074834927	1.000000012121563	1.0000000197050656	1.0000000322198492	1.0000000531808118	1.0000000891276097	1.0000001531318798	1.000000274068403	1.0000005251168327	1.0000011312266754	1.0000030191714375
19.4564	0.0514	0.2595	0.0	NaN	NaN	1.0000000008628849	0.001	3.0	0.0	1.0	0.0	26.0	NaN	1.0000000008628849	1.0000000013895107	1.0000000022375506	1.0000000036032397	1.000000005802683	1.0000000093452077	1.0000000150517603	1.0000000242464724	1.0000000390669805	1.0000000629698818	1.0000001015584987	1.0000001639529026	1.0000002650927333	1.0000004297007237	1.0000006993458066	1.000001145661816	1.0000018967663036	1.0000031946724106	1.000005533577766	1.0000100377665466	1.0000196749747525	1.0000441244822946	1.0001273340386267	1.0006446668617237	1.0346901816849017	NaN	NaN	NaN	NaN	1.0000010926681404
0.0195	51.397	259.4553	0.0	NaN	NaN	1.0000000074299036	0.001	1.0	0.0	2.0	0.0	27.0	NaN	1.0000000074299036	1.0000000121018897	1.0000000198525965	1.0000000329502519	1.00000005576153	1.0000000975225403	1.000000180692338	1.0000003727726317	1.000000962053402	1.000004459398174	1.0000627446519106	1.0001321911172445	1.0002156624424998	1.000348144730545	1.0005612607383556	1.000904853958895	1.0014595517800602	1.002356612860786	1.0038112719400014	1.0061804400875134	1.0100666835946388	1.0165171755200697	1.0274390461389193	1.0465822032724879	1.0823323621868148	1.158331129082796	1.386031691957555	NaN	NaN	NaN
0.0082	0.0217	0.6153	0.0	NaN	NaN	1.0000012878332918	0.001	11.0	0.0	1.0	0.0	18.0	NaN	1.0000012878332918	1.0000020834795607	1.0000033804054027	1.0000055103094423	1.0000090508099517	1.0000150530173229	1.0000255607847859	1.0000449581751512	1.0000841096617663	1.0001764767580061	1.0004686236378288	1.0021528296387339	1.0133409297241134	1.0268605811534428	1.046441261385101	1.0823760719297306	1.1586024345143608	1.3872055221193271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2047	21.6739	615.2654	0.1	385.6620421163472	1000.0	-0.06176522505664825	1000.0	0.0	0.0	0.0	3.0	27.0	27.749495323638985	1.0000000000013092	1.0000000000021152	1.0000000000034024	1.000000000005483	1.0000000000088203	1.000000000014199	1.0000000000228721	1.0000000000368285	1.0000000000593063	1.0000000000955105	1.000000000153859	1.0000000002479001	1.0000000003995486	1.0000000006443408	1.0000000010400492	1.0000000016812436	1.0000000027241966	1.0000000044311943	1.0000000072531379	1.0000000119947852	1.0000000201766457	1.0000000349277314	1.0000000635594803	1.000000126783044	1.0000003050398139	1.0000011920232117	1.0002397631005915	-0.02134029320441955	-0.03577053434246641	-0.06176522505664825
259.4553	0.6854	0.0195	0.0	NaN	NaN	1.0000000008993362	0.001	6.0	0.0	5.0	0.0	19.0	NaN	1.0000000008993362	1.000000001448587	1.000000002333724	1.0000000037607784	1.0000000060632868	1.0000000097828634	1.000000015803362	1.0000000255788135	1.0000000415315613	1.0000000677768854	1.0000001115192545	1.0000001859486871	1.0000003168325988	1.000000559311898	1.000001047149969	1.0000021665363898	1.0000053580587822	1.0000188858815813	1.0001677096319312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.2595	685.3896	19.4564	0.2	0.010826367338740546	0.11721022975334802	-0.5436531025819809	0.11721022975334802	9.0	0.0	10.0	6.0	5.0	0.02609924570450894	1.0000017167217758	1.0000033254472522	1.0000075131044845	1.000024455247427	1.0003670272710712	-0.019364968121090634	-0.03171123717995365	-0.05387930651143641	-0.0964772161434716	-0.1923243361687887	-0.5436531025819809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0461	0.1219	109.4114	0.23333333333333334	57.36152510448679	1000.0	-0.009950299353093184	1000.0	0.0	0.0	0.0	7.0	23.0	896.0346446026236	1.0000000000413882	1.0000000000666442	1.0000000001073215	1.0000000001728258	1.0000000002783311	1.0000000004482748	1.0000000007220462	1.0000000011632386	1.0000000018745443	1.000000003022249	1.000000004876305	1.00000000787732	1.0000000127503137	1.000000020703588	1.0000000337921802	1.0000000556230277	1.0000000928403294	1.0000001586077394	1.0000002819882772	1.0000005384095918	1.0000011799779285	1.0000035318873988	1.000029696769204	-0.004019883577800887	-0.0030086892073607854	-0.0027287576433167914	-0.003097174866028379	-0.004198566286173292	-0.006303915347095597	-0.009950299353093184
46.1384	121.8814	0.1094	0.0	NaN	NaN	1.0000010346102508	0.001	15.0	0.0	7.0	0.0	8.0	NaN	1.0000010346102508	1.000001759618728	1.000003096957698	1.000005769050541	1.0000118328928027	1.0000288002217845	1.0000981299696938	1.0007843657038566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.459	0.0039	3.4599	0.0	NaN	NaN	1.000000000040296	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.000000000040296	1.00000000006488	1.0000000001044782	1.0000000001682356	1.0000000002709108	1.0000000004362382	1.0000000007024639	1.0000000011311736	1.0000000018215274	1.00000000293327	1.0000000047236421	1.0000000076071156	1.0000000122515573	1.0000000197337064	1.0000000317906628	1.0000000512281937	1.0000000825866184	1.000000133235087	1.00000021519126	1.000000348203792	1.0000005651204797	1.0000009216274786	1.000001514967432	1.000002522838353	1.0000042929039652	1.000007577712516	1.0000142691361744	1.000030356061119	1.0000841555755986	1.000533338346888
0.0015	3.8542	0.0035	0.0	NaN	NaN	1.000000000194987	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0001969194848626	1.0001218372729517	1.000075487584057	1.000046811244713	1.0000290443783515	1.0000180269378114	1.000011191131169	1.0000069483763894	1.0000043144786555	1.0000026791403054	1.0000016637051212	1.000001033155739	1.0000006415943636	1.00000039843602	1.000000247433599	1.0000001536597236	1.0000000954250008	1.0000000592604346	1.0000000368016906	1.000000022854461	1.0000000141929972	1.0000000088140917	1.000000005473701	1.0000000033992633	1.0000000021109976	1.0000000013109644	1.0000000008141325	1.0000000005055871	1.0000000003139808	1.000000000194987
0.0013	0.0157	3.8542	0.0	NaN	NaN	1.0000001329298962	0.001	3.0	0.0	0.0	0.0	27.0	NaN	1.0000001329298962	1.0000002146249363	1.0000003470946845	1.0000005628104687	1.0000009164937338	1.0000015027927052	1.0000024920091408	1.0000042089827559	1.0000073271700542	1.0000134117277646	1.0000266789839454	1.0000604657068375	1.0001576676419262	1.000384440362837	1.0007299846522	1.0012302012382357	1.0020100670325736	1.0032612060710087	1.0052898795915206	1.0086057583794519	1.0140834772114204	1.023287553924838	1.039206578841268	1.0682044074315757	1.1266612310815944	1.2763557358720252	2.6228445187054135	NaN	NaN	NaN
1.3097	15.6788	0.0039	0.0	NaN	NaN	1.0000000000534073	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.000171657689979	1.0000748080185509	1.0000357984008232	1.0000184605090232	1.0000100855031286	1.000005748796005	1.000003375708634	1.0000020223493817	1.00000122758963	1.0000007514839668	1.0000004625048482	1.0000002856145405	1.0000001767517428	1.0000001095269864	1.0000000679260503	1.0000000421477377	1.0000000261607667	1.0000000162410045	1.0000000100838933	1.0000000062614942	1.0000000038881893	1.0000000024145197	1.0000000014994066	1.0000000009311414	1.0000000005782514	1.000000000359101	1.0000000002230038	1.0000000001384852	1.0000000000860054	1.0000000000534073
41.4178	0.4958	121.8814	0.0	NaN	NaN	1.0000000000001474	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000001474	1.0000000000002385	1.0000000000003857	1.000000000000611	1.0000000000009752	1.0000000000015863	1.0000000000025528	1.0000000000041176	1.0000000000066271	1.0000000000106755	1.0000000000171942	1.000000000027679	1.000000000044574	1.0000000000717804	1.0000000001155958	1.0000000001861493	1.0000000002998077	1.000000000482871	1.0000000007778374	1.0000000012532924	1.0000000020201247	1.0000000032581038	1.0000000052598381	1.0000000085047356	1.0000000137863752	1.0000000224400198	1.0000000367704271	1.0000000609154553	1.00000010276023	1.0000001787251915
0.0414	495.8068	0.1219	0.0	NaN	NaN	Inf	0.001	28.0	0.0	2.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.2329	0.0882	0.0217	0.0	NaN	NaN	1.0000703181460815	0.001	19.0	0.0	2.0	0.0	9.0	NaN	1.0000703181460815	1.0001165778838723	1.0001967995636287	1.000342236232871	1.0006252774889504	1.0012428599291647	1.0028750600553313	1.0090580639367024	1.0736589304075403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
232.9097	88.1683	21.6739	0.0	NaN	NaN	1.000000000073098	0.001	4.0	0.0	2.0	0.0	24.0	NaN	1.000000000073098	1.0000000001177107	1.0000000001895475	1.0000000003052558	1.0000000004915914	1.0000000007917549	1.0000000012753452	1.000000002054721	1.0000000033114287	1.0000000053395501	1.0000000086169807	1.0000000139247824	1.000000022550761	1.0000000366480093	1.0000000598947676	1.0000000987853463	1.0000001653624417	1.0000002835994741	1.0000005062311448	1.000000966557898	1.0000020756705628	1.0000055663552092	1.000024902649409	1.0022273081476931	NaN	NaN	NaN	NaN	NaN	NaN
7.3653	0.0028	0.6854	0.0	NaN	NaN	1.0000000000732063	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000732063	1.0000000001178884	1.0000000001898206	1.0000000003056675	1.0000000004922027	1.0000000007925782	1.000000001276277	1.0000000020551763	1.000000003309461	1.0000000053293212	1.0000000085822112	1.000000013821145	1.0000000222596914	1.0000000358543522	1.0000000577619208	1.0000000930819797	1.0000001500684292	1.0000002421224257	1.000000391110508	1.000000632994898	1.000001027661173	1.000001676788169	1.0000027582331363	1.000004597303891	1.000007828971997	1.0000138121436026	1.000025852672536	1.000053591184904	1.0001340867558606	1.0005029304297326
0.0074	2.7881	685.3896	0.0	NaN	NaN	1.0000000001470712	0.001	0.0	0.0	2.0	0.0	28.0	NaN	1.0000000001470712	1.0000000002369602	1.0000000003819296	NaN	1.0000000009943137	1.0000000016075257	1.0000000026052938	1.0000000042392196	1.0000000069426376	1.00000001149117	1.0000000193559075	1.0000000335783477	1.0000000612965398	1.0000001227281878	1.0000002946803375	1.0000010578742322	1.0000068802508237	1.0000173483544497	1.0000290412113806	1.0000470697455697	1.0000759234355403	1.0001223331960762	1.000197064741854	1.0003174587542198	1.0005115000022888	1.0008244280645298	1.0013295577838295	1.0021461700213128	1.0034695583847992	NaN
0.0175	0.2091	0.289	0.0	NaN	NaN	1.000028378408613	0.001	19.0	0.0	0.0	0.0	11.0	NaN	1.000028378408613	1.0000479618263316	1.0000836897085403	1.0001544103431745	1.000315866657189	1.000799143265277	1.0034777644758017	1.0492948709676113	1.1291787245442342	1.2899568363551701	3.4010293477551006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.4658	209.08	289.0264	0.1	35.62247890262442	92.36708571873861	-0.5347046659543673	92.36708571873861	1.0	0.0	4.0	3.0	21.0	1.2406534760535541	1.0000000000268119	1.0000000000431697	1.0000000000695222	1.0000000001119507	1.000000000180311	1.0000000002904499	1.0000000004679437	1.0000000007541243	1.000000001215961	1.0000000019622228	1.0000000031706464	1.000000005134174	1.0000000083423424	1.0000000136312552	1.0000000224778842	1.0000000376299183	1.0000000646116178	1.0000001158893221	1.0000002249199225	1.0000005100874119	0.4663116487767878	1.0000284342853147	-0.09570272565154742	-0.1906196244572659	-0.5347046659543673	NaN	NaN	NaN	NaN	NaN
552.3158	0.0066	0.0091	0.0	NaN	NaN	1.0000000000037277	0.001	0.0	0.0	1.0	0.0	29.0	NaN	1.0000000000037277	1.0000000000059857	1.0000000000096438	1.0000000000155211	1.0000000000250002	1.00000000004027	1.0000000000648455	1.000000000104426	1.0000000001681666	1.0000000002708156	1.000000000436182	1.0000000007025809	1.0000000011319277	1.0000000018242232	1.0000000029413838	1.0000000047465796	1.0000000076697202	1.0000000124192905	1.0000000201787393	1.0000000329671554	1.000000054341688	1.0000000908756579	1.0000001555817328	1.0000002768216394	1.0000005251516284	1.0000011116933836	1.0000028691392984	1.0000111022063267	1.0001358289665991	NaN
0.5523	6.6117	9.1398	0.1	1.2689610031679222	3.2903445623126686	-0.8542007848488884	3.2903445623126686	5.0	0.0	7.0	3.0	15.0	1.1999216682584934	1.000000026857093	1.0000000433118563	1.0000000699122376	1.0000001130167495	1.0000001831354726	1.0000002979119544	1.0000004876933013	1.0000008066774244	1.0000013573625335	1.000002350948194	1.0000042817399026	1.0000085527776534	1.000020627538195	1.0000809829848325	1.0098743007663	-0.11237354670365103	-0.23412890140045278	-0.8542007848488884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
